timestamp,open,high,low,close,volume
2025-04-12 16:42:00,2.0528,2.0536,2.0526,2.053,143258.0
2025-04-12 16:43:00,2.0531,2.0541,2.053,2.0536,38270.0
2025-04-12 16:44:00,2.0537,2.0537,2.0521,2.0524,59741.0
2025-04-12 16:45:00,2.0525,2.055,2.0525,2.053,136192.0
2025-04-12 16:46:00,2.053,2.054,2.0526,2.0538,40863.0
2025-04-12 16:47:00,2.0537,2.0539,2.0525,2.0525,146883.0
2025-04-12 16:48:00,2.0525,2.053,2.0521,2.0528,43786.0
2025-04-12 16:49:00,2.0528,2.0528,2.0518,2.0522,60101.0
2025-04-12 16:50:00,2.0522,2.0537,2.0521,2.0534,615041.0
2025-04-12 16:51:00,2.0534,2.054,2.0527,2.0534,63110.0
2025-04-12 16:52:00,2.0535,2.0542,2.0528,2.0541,166606.0
2025-04-12 16:53:00,2.054,2.0559,2.054,2.0556,498748.0
2025-04-12 16:54:00,2.0556,2.0587,2.0556,2.0573,382589.0
2025-04-12 16:55:00,2.0572,2.0582,2.0561,2.058,432273.0
2025-04-12 16:56:00,2.058,2.0598,2.0575,2.0575,616754.0
2025-04-12 16:57:00,2.0576,2.0578,2.0551,2.0552,40134.0
2025-04-12 16:58:00,2.0552,2.0552,2.0538,2.0544,61112.0
2025-04-12 16:59:00,2.0544,2.0555,2.0544,2.0547,40423.0
2025-04-12 17:00:00,2.0548,2.0562,2.0536,2.0537,52644.0
2025-04-12 17:01:00,2.0536,2.0555,2.053,2.0554,110623.0
2025-04-12 17:02:00,2.0553,2.057,2.0539,2.0559,82728.0
2025-04-12 17:03:00,2.0559,2.061,2.0558,2.0608,274644.0
2025-04-12 17:04:00,2.0609,2.0609,2.0593,2.0599,23158.0
2025-04-12 17:35:00,2.053,2.0558,2.053,2.0557,75202.0
2025-04-12 17:36:00,2.0557,2.056,2.0542,2.0548,31169.0
2025-04-12 17:37:00,2.0547,2.0567,2.0547,2.0567,27672.0
2025-04-12 17:38:00,2.0568,2.0572,2.0551,2.0558,62432.0
2025-04-12 17:39:00,2.0559,2.0578,2.0559,2.057,41158.0
2025-04-12 17:40:00,2.057,2.0581,2.057,2.0581,62270.0
2025-04-12 17:41:00,2.0581,2.059,2.0578,2.0583,60570.0
2025-04-12 17:42:00,2.0582,2.0583,2.0563,2.0564,39397.0
2025-04-12 17:43:00,2.0564,2.0568,2.0551,2.0562,21069.0
2025-04-12 17:44:00,2.0562,2.0567,2.0553,2.056,27357.0
2025-04-12 17:45:00,2.0559,2.057,2.0551,2.0567,31237.0
2025-04-12 17:46:00,2.0568,2.0582,2.055,2.0551,19315.0
2025-04-12 17:47:00,2.0551,2.0551,2.0519,2.0526,71480.0
2025-04-12 17:48:00,2.0526,2.0534,2.0522,2.0522,26119.0
2025-04-12 17:49:00,2.0522,2.0534,2.0517,2.0531,39244.0
2025-04-12 17:50:00,2.0531,2.0539,2.0527,2.0532,95643.0
2025-04-12 17:51:00,2.0532,2.0538,2.0514,2.0516,34671.0
2025-04-12 17:52:00,2.0516,2.0526,2.0513,2.0526,47863.0
2025-04-12 17:53:00,2.0526,2.0528,2.0508,2.0517,150738.0
2025-04-12 17:54:00,2.0517,2.0609,2.0517,2.0606,403806.0
2025-04-12 17:55:00,2.0606,2.0606,2.0574,2.058,106769.0
2025-04-12 17:56:00,2.058,2.0583,2.0568,2.0572,37715.0
2025-04-12 17:57:00,2.0571,2.0572,2.0565,2.0567,23200.0
2025-04-12 17:58:00,2.0567,2.0568,2.0562,2.0567,42613.0
2025-04-12 17:59:00,2.0567,2.0573,2.0565,2.0565,74383.0
2025-04-12 18:00:00,2.0565,2.058,2.0565,2.058,50453.0
2025-04-12 18:01:00,2.0581,2.0622,2.0581,2.0621,141057.0
2025-04-12 18:02:00,2.0622,2.0634,2.0616,2.0617,68504.0
2025-04-12 18:03:00,2.0616,2.0617,2.06,2.0612,102574.0
2025-04-12 18:04:00,2.0611,2.0641,2.0611,2.064,37810.0
2025-04-12 18:05:00,2.0641,2.0659,2.0641,2.0651,86303.0
2025-04-12 18:06:00,2.065,2.0685,2.0647,2.0672,354752.0
2025-04-12 18:07:00,2.0671,2.0672,2.0643,2.0649,60280.0
2025-04-12 18:08:00,2.0649,2.0655,2.0636,2.0654,57470.0
2025-04-12 18:09:00,2.0655,2.0666,2.065,2.0655,25067.0
2025-04-12 18:10:00,2.0654,2.0654,2.0632,2.0635,49645.0
2025-04-12 18:11:00,2.0635,2.0652,2.062,2.0621,76279.0
2025-04-12 18:12:00,2.062,2.062,2.0608,2.0614,42392.0
2025-04-12 18:13:00,2.0614,2.0614,2.0588,2.0592,43534.0
2025-04-12 18:14:00,2.0592,2.0608,2.0589,2.0607,36507.0
2025-04-12 18:15:00,2.0606,2.0606,2.0595,2.0599,20201.0
2025-04-12 18:16:00,2.0599,2.0599,2.0579,2.0586,26133.0
2025-04-12 18:17:00,2.0587,2.0594,2.0581,2.0583,30022.0
2025-04-12 18:18:00,2.0583,2.059,2.0578,2.059,22463.0
2025-04-12 18:19:00,2.0589,2.0603,2.0589,2.0602,57695.0
2025-04-12 18:20:00,2.0602,2.064,2.0602,2.0637,34131.0
2025-04-12 18:21:00,2.0637,2.0642,2.0629,2.063,41164.0
2025-04-12 18:22:00,2.063,2.068,2.0628,2.0677,114689.0
2025-04-12 18:23:00,2.0676,2.0682,2.0665,2.0665,114995.0
2025-04-12 18:24:00,2.0666,2.0678,2.0661,2.0665,57265.0
2025-04-12 18:25:00,2.0665,2.0681,2.0665,2.0669,58943.0
2025-04-12 18:26:00,2.067,2.0677,2.0656,2.0658,26619.0
2025-04-12 18:27:00,2.0659,2.066,2.0639,2.0641,151576.0
2025-04-12 18:28:00,2.0641,2.0659,2.0641,2.0657,13526.0
2025-04-12 18:29:00,2.0657,2.0657,2.0645,2.0651,15646.0
2025-04-12 18:30:00,2.065,2.067,2.0648,2.0651,51692.0
2025-04-12 18:31:00,2.0652,2.0671,2.0643,2.0653,34127.0
2025-04-12 18:32:00,2.0653,2.0683,2.0649,2.0683,40352.0
2025-04-12 18:33:00,2.0684,2.0684,2.0669,2.0682,64068.0
2025-04-12 18:34:00,2.0682,2.0694,2.0675,2.0691,59215.0
2025-04-12 18:35:00,2.0691,2.0691,2.0661,2.0664,40296.0
2025-04-12 18:36:00,2.0664,2.0674,2.0655,2.0674,41855.0
2025-04-12 18:37:00,2.0675,2.0693,2.0675,2.0688,50417.0
2025-04-12 18:38:00,2.0687,2.0687,2.0669,2.0672,15504.0
2025-04-12 18:39:00,2.0673,2.0682,2.0673,2.0682,26521.0
2025-04-12 18:40:00,2.0683,2.0705,2.0677,2.0683,116990.0
2025-04-12 18:41:00,2.0683,2.0704,2.0681,2.0704,35332.0
2025-04-12 18:42:00,2.0704,2.072,2.0704,2.0715,31220.0
2025-04-12 19:44:00,2.0541,2.0547,2.0534,2.0536,22868.0
2025-04-12 19:45:00,2.0537,2.0557,2.0526,2.055,213592.0
2025-04-12 19:46:00,2.055,2.0557,2.0544,2.0554,50179.0
2025-04-12 19:47:00,2.0554,2.0559,2.0547,2.0556,36300.0
2025-04-12 19:48:00,2.0556,2.058,2.0553,2.0576,29404.0
2025-04-12 19:49:00,2.0576,2.0576,2.0569,2.0575,24563.0
2025-04-12 19:50:00,2.0574,2.0587,2.0572,2.0577,41430.0
2025-04-12 19:51:00,2.0576,2.0588,2.0572,2.0572,30835.0
2025-04-12 19:52:00,2.0573,2.0595,2.0568,2.0585,45873.0
2025-04-12 19:53:00,2.0586,2.061,2.0585,2.0606,304294.0
2025-04-12 19:54:00,2.0606,2.0607,2.0599,2.0604,19176.0
2025-04-12 19:55:00,2.0605,2.0605,2.0595,2.0595,38907.0
2025-04-12 19:56:00,2.0594,2.0599,2.0583,2.0595,31781.0
2025-04-12 19:57:00,2.0594,2.0605,2.0592,2.0603,68527.0
2025-04-12 19:58:00,2.0603,2.0611,2.06,2.0611,17552.0
2025-04-12 19:59:00,2.0612,2.0616,2.0609,2.0612,24860.0
2025-04-12 20:00:00,2.0613,2.0653,2.0613,2.0652,119757.0
2025-04-12 20:01:00,2.0652,2.0654,2.0632,2.0654,52315.0
2025-04-12 20:02:00,2.0653,2.0668,2.065,2.0667,60255.0
2025-04-12 20:03:00,2.0667,2.0669,2.063,2.0634,73437.0
2025-04-12 20:04:00,2.0635,2.0652,2.0635,2.0645,35756.0
2025-04-12 20:05:00,2.0645,2.0656,2.0644,2.0654,50000.0
2025-04-12 20:06:00,2.0653,2.0664,2.0652,2.0663,198375.0
2025-04-12 20:07:00,2.0664,2.0666,2.0655,2.0656,23156.0
2025-04-12 20:08:00,2.0655,2.066,2.065,2.065,18272.0
2025-04-12 20:09:00,2.0651,2.0653,2.0644,2.0646,23063.0
2025-04-12 20:10:00,2.0647,2.0653,2.064,2.0651,103132.0
2025-04-12 20:11:00,2.0652,2.0662,2.0643,2.0655,234439.0
2025-04-12 20:12:00,2.0656,2.0668,2.0655,2.0658,83340.0
2025-04-12 20:13:00,2.0657,2.0663,2.0651,2.0662,87716.0
2025-04-12 20:14:00,2.0663,2.067,2.0654,2.0669,25641.0
2025-04-12 20:15:00,2.0669,2.0679,2.0662,2.0662,109454.0
2025-04-12 20:16:00,2.0662,2.0664,2.0638,2.0641,41179.0
2025-04-12 20:17:00,2.0641,2.0669,2.0641,2.0669,29656.0
2025-04-12 20:18:00,2.0669,2.0682,2.0669,2.0675,52580.0
2025-04-12 20:19:00,2.0674,2.0694,2.0674,2.0692,295101.0
2025-04-12 20:20:00,2.0692,2.0693,2.0667,2.0675,50402.0
2025-04-12 20:21:00,2.0675,2.0681,2.0671,2.0676,39433.0
2025-04-12 20:22:00,2.0676,2.0676,2.0661,2.0662,103739.0
2025-04-12 20:23:00,2.0661,2.0669,2.0651,2.0652,33479.0
2025-04-12 20:24:00,2.0651,2.0652,2.0644,2.0647,75118.0
2025-04-12 20:25:00,2.0648,2.0648,2.0637,2.0639,31322.0
2025-04-12 20:26:00,2.064,2.064,2.0619,2.0637,337551.0
2025-04-12 20:27:00,2.0637,2.0647,2.0634,2.0641,54085.0
2025-04-12 20:28:00,2.0642,2.0649,2.064,2.0641,69794.0
2025-04-12 20:29:00,2.064,2.0652,2.0639,2.0644,138608.0
2025-04-12 20:30:00,2.0643,2.0643,2.0621,2.0621,66807.0
2025-04-12 20:31:00,2.0621,2.0621,2.0611,2.0614,18579.0
2025-04-12 20:32:00,2.0613,2.0614,2.06,2.06,68006.0
2025-04-12 20:33:00,2.0601,2.0603,2.0596,2.0598,81776.0
2025-04-12 20:34:00,2.0598,2.0598,2.0581,2.0589,68469.0
2025-04-12 20:35:00,2.0589,2.0589,2.0566,2.0577,67580.0
2025-04-12 20:36:00,2.0578,2.0594,2.0571,2.0589,82379.0
